Tipo;Bairro;Quartos;Vagas;Suites;Area;Condominio;Valor Bruto;Tipos agregado
Apartamento;Flamengo;1;1;0;45;620.0;3060.0;Apartamento
Apartamento;Leblon;2;2;1;96;1550.0;11650.0;Apartamento
Apartamento;Taquara;2;1;0;50;170.0;;Apartamento
Casa Comercial;Jardim Botânico;0;0;0;171;;;Apartamento
Apartamento;Vargem Grande;2;1;1;124;431.0;2648.0;Apartamento
Apartamento;Ipanema;2;2;1;85;4200.0;18625.0;Apartamento
Apartamento;Copacabana;2;0;0;58;470.0;2740.0;Apartamento
Apartamento;Ipanema;2;1;1;75;900.0;6100.0;Apartamento
Galpão/Depósito/Armazém;Riachuelo;0;5;0;587;;;Apartamento
Apartamento;Tijuca;4;2;1;209;1600.0;;Apartamento
Apartamento;Copacabana;1;0;0;43;549.0;2224.0;Apartamento
Apartamento;Barra da Tijuca;2;1;0;70;1300.0;2958.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;150;1650.0;5110.0;Apartamento
Quitinete;Centro;0;0;0;26;730.0;1550.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;33;565.0;1351.0;Apartamento
Apartamento;Ipanema;3;2;1;140;2500.0;;Apartamento
Apartamento;Centro;1;0;0;71;400.0;2266.0;Apartamento
Conjunto Comercial/Sala;Jardim Botânico;0;0;0;15;;;Apartamento
Apartamento;Pechincha;2;1;1;82;580.0;1950.0;Apartamento
Apartamento;Anil;3;0;0;56;477.0;;Apartamento
Apartamento;Copacabana;2;1;1;115;1613.0;5701.0;Apartamento
Quitinete;Centro;1;0;0;30;615.0;1040.0;Apartamento
Quitinete;Ipanema;1;0;0;30;600.0;4220.0;Apartamento
Galpão/Depósito/Armazém;São Cristóvão;0;0;0;2000;;;Apartamento
Apartamento;Taquara;2;1;0;53;420.0;1283.0;Apartamento
Apartamento;Barra da Tijuca;4;2;1;140;2300.0;;Apartamento
Apartamento;Tijuca;2;2;1;80;750.0;2950.0;Apartamento
Conjunto Comercial/Sala;Botafogo;0;14;0;700;7245.0;;Apartamento
Apartamento;Barra da Tijuca;3;2;3;164;2300.0;9650.0;Apartamento
Apartamento;Ilha do Governador;2;1;0;120;;;Apartamento
Apartamento;Ipanema;2;1;1;140;1200.0;7566.0;Apartamento
Conjunto Comercial/Sala;Pilares;0;1;0;25;500.0;;Apartamento
Apartamento;Copacabana;1;0;0;48;558.0;2587.0;Apartamento
Quitinete;Copacabana;0;0;0;35;450.0;;Apartamento
Apartamento;Copacabana;1;0;0;23;631.0;2093.0;Apartamento
Apartamento;Urca;2;0;0;75;600.0;;Apartamento
Apartamento;Jardim Botânico;2;1;2;80;1727.0;5960.0;Apartamento
Quitinete;Copacabana;1;0;0;40;550.0;2319.0;Apartamento
Apartamento;Centro;1;0;0;47;418.0;2282.0;Apartamento
Apartamento;Copacabana;4;2;2;389;4133.0;17686.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;80;830.0;3112.0;Apartamento
Casa;Piedade;2;0;0;50;;;casa
Flat;Ipanema;2;1;1;85;2600.0;7960.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;90;600.0;;Apartamento
Casa de Condomínio;Barra da Tijuca;4;4;4;622;1380.0;12866.0;casa
Loja/Salão;Centro;0;0;0;370;;;Apartamento
Loja/Salão;Quintino Bocaiúva;0;0;0;200;;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;35;940.0;;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;5;3;5;350;495.0;6791.0;casa
Apartamento;Copacabana;2;0;0;90;700.0;4085.0;Apartamento
Apartamento;Copacabana;3;1;0;125;1256.0;;Apartamento
Apartamento;Barra da Tijuca;4;3;1;313;2030.0;8941.0;Apartamento
Apartamento;Barra da Tijuca;2;0;2;120;2500.0;;Apartamento
Apartamento;Grajaú;3;2;1;135;850.0;3000.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;85;630.0;2410.0;Apartamento
Apartamento;Barra da Tijuca;3;2;0;130;2350.0;;Apartamento
Casa;Curicica;3;1;2;15;;;casa
Apartamento;Copacabana;4;2;2;389;3825.0;17378.0;Apartamento
Apartamento;Humaitá;3;2;1;167;2300.0;5590.0;Apartamento
Terreno Padrão;Recreio dos Bandeirantes;0;0;0;690;;;Apartamento
Apartamento;Laranjeiras;2;2;0;81;1260.0;;Apartamento
Apartamento;Méier;3;1;0;90;880.0;2680.0;Apartamento
Conjunto Comercial/Sala;Leblon;0;1;0;30;951.0;4868.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;159;900.0;10000.0;Apartamento
Apartamento;Leblon;3;2;2;140;2800.0;26300.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;0;0;60;550.0;1465.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;71;2200.0;4400.0;Apartamento
Quitinete;Pechincha;1;0;0;30;;;Apartamento
Apartamento;Santa Teresa;4;1;2;250;2500.0;12750.0;Apartamento
Casa de Vila;Tijuca;3;1;3;140;90.0;4305.0;casa
Apartamento;Urca;2;0;1;70;;;Apartamento
Apartamento;Barra da Tijuca;4;3;1;150;1500.0;7280.0;Apartamento
Apartamento;Ipanema;2;1;1;70;4236.0;11803.0;Apartamento
Apartamento;Pechincha;2;1;1;68;670.0;2252.0;Apartamento
Apartamento;Copacabana;4;1;0;155;1500.0;6728.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;44;850.0;3420.0;Apartamento
Casa de Condomínio;Barra da Tijuca;5;5;5;617;1450.0;16091.0;casa
Apartamento;Campo Grande;1;1;0;48;250.0;912.0;Apartamento
Casa de Condomínio;Taquara;3;1;0;92;700.0;3300.0;casa
Apartamento;Barra da Tijuca;4;3;4;280;5608.0;26678.0;Apartamento
Casa de Condomínio;Freguesia (Jacarepaguá);3;3;1;213;510.0;3431.0;casa
Apartamento;Lagoa;3;1;0;90;1177.0;;Apartamento
Conjunto Comercial/Sala;Bonsucesso;0;0;0;35;600.0;1379.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;80;1178.0;4234.0;Apartamento
Conjunto Comercial/Sala;Centro;0;4;0;420;7140.0;;Apartamento
Conjunto Comercial/Sala;Botafogo;0;3;0;241;9384.0;;Apartamento
Apartamento;Tijuca;2;0;0;75;715.0;;Apartamento
Apartamento;Ipanema;1;1;0;55;648.0;3374.0;Apartamento
Conjunto Comercial/Sala;Glória;0;10;0;450;;;Apartamento
Apartamento;Grajaú;2;0;0;70;879.0;;Apartamento
Casa de Condomínio;Barra da Tijuca;4;4;4;610;1000.0;34464.0;casa
Conjunto Comercial/Sala;Leblon;0;0;0;150;2400.0;28094.0;Apartamento
Apartamento;Vila Isabel;2;1;0;74;720.0;2093.0;Apartamento
Casa de Condomínio;Barra da Tijuca;4;2;4;550;2100.0;20100.0;casa
Apartamento;Ipanema;3;3;1;210;4000.0;26800.0;Apartamento
Casa Comercial;Tijuca;0;1;0;80;;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;25;360.0;1072.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;87;577.0;2434.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;62;631.0;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;698;13821.0;59391.0;Apartamento
Quitinete;Centro;1;0;0;25;330.0;1155.0;Apartamento
Apartamento;Jacarepaguá;2;1;1;98;1390.0;;Apartamento
Loja/Salão;Campo Grande;0;1;0;46;;;Apartamento
Casa Comercial;Jardim Botânico;4;0;1;182;;;Apartamento
Apartamento;Barra da Tijuca;1;1;1;65;1100.0;4050.0;Apartamento
Apartamento;Barra da Tijuca;1;2;1;107;2200.0;;Apartamento
Apartamento;Grajaú;2;1;1;70;710.0;2401.0;Apartamento
Apartamento;Laranjeiras;2;1;1;85;1049.0;4459.0;Apartamento
Apartamento;Gávea;3;2;1;130;720.0;6020.0;Apartamento
Apartamento;Ipanema;3;3;3;227;3675.0;23655.0;Apartamento
Casa;Recreio dos Bandeirantes;4;3;3;226;1400.0;;casa
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;80;850.0;5075.0;Apartamento
Apartamento;Copacabana;3;0;1;90;610.0;3795.0;Apartamento
Apartamento;Gávea;2;1;1;86;528.0;3759.0;Apartamento
Apartamento;Grajaú;2;1;1;80;900.0;;Apartamento
Conjunto Comercial/Sala;Ipanema;0;2;0;290;11000.0;42300.0;Apartamento
Apartamento;Copacabana;3;0;0;120;600.0;;Apartamento
Loja/Salão;Tijuca;0;0;0;32;100.0;7627.0;Apartamento
Apartamento;Curicica;2;0;0;55;347.0;;Apartamento
Apartamento;Leblon;2;1;1;72;1298.0;;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;1;90;484.0;2663.0;Apartamento
Box/Garagem;Copacabana;0;0;0;0;260.0;;Apartamento
Apartamento;Leme;1;0;1;50;891.0;3259.0;Apartamento
Apartamento;Campo Grande;2;1;0;55;360.0;;Apartamento
Apartamento;Alto da Boa Vista;3;1;1;130;720.0;2448.0;Apartamento
Conjunto Comercial/Sala;Centro;0;10;0;810;6500.0;;Apartamento
Conjunto Comercial/Sala;Catete;0;7;0;670;16750.0;;Apartamento
Apartamento;Barra da Tijuca;1;1;1;68;1002.0;6402.0;Apartamento
Apartamento;Barra da Tijuca;3;3;3;140;950.0;7196.0;Apartamento
Apartamento;Engenho Novo;2;1;0;115;850.0;1925.0;Apartamento
Apartamento;Lagoa;3;2;1;110;1600.0;7616.0;Apartamento
Apartamento;Flamengo;1;0;0;50;680.0;2353.0;Apartamento
Apartamento;São Conrado;4;2;1;200;2200.0;16100.0;Apartamento
Apartamento;Ipanema;3;1;1;200;1705.0;;Apartamento
Apartamento;Flamengo;1;0;0;52;609.0;2110.0;Apartamento
Apartamento;Barra da Tijuca;3;2;2;106;;;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;95;512.0;2342.0;Apartamento
Apartamento;Barra da Tijuca;3;3;2;130;2810.0;10118.0;Apartamento
Conjunto Comercial/Sala;Copacabana;0;0;0;39;690.0;2036.0;Apartamento
Apartamento;Gávea;2;1;0;80;984.0;;Apartamento
Apartamento;Leblon;2;1;1;115;1380.0;;Apartamento
Apartamento;Barra da Tijuca;4;3;3;160;2300.0;11200.0;Apartamento
Conjunto Comercial/Sala;Campo Grande;0;0;0;30;400.0;;Apartamento
Apartamento;Vila Isabel;2;1;0;75;500.0;2620.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;80;1150.0;3538.0;Apartamento
Apartamento;Botafogo;1;1;1;85;832.0;3742.0;Apartamento
Apartamento;Copacabana;1;0;0;42;506.0;2264.0;Apartamento
Apartamento;Grajaú;2;1;0;63;730.0;1850.0;Apartamento
Apartamento;Leblon;3;1;1;190;3000.0;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;36;740.0;1850.0;Apartamento
Apartamento;Méier;2;0;0;75;300.0;1416.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;27;795.0;1978.0;Apartamento
Apartamento;Copacabana;2;0;0;40;800.0;3424.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;115;1800.0;4850.0;Apartamento
Casa Comercial;Maracanã;9;6;1;240;;;Apartamento
Flat;Botafogo;2;1;1;62;1220.0;;Apartamento
Apartamento;Botafogo;1;0;0;50;450.0;;Apartamento
Apartamento;Laranjeiras;1;1;0;59;695.0;2640.0;Apartamento
Apartamento;Leblon;2;1;2;145;2800.0;28300.0;Apartamento
Casa de Condomínio;Barra da Tijuca;7;6;6;1350;;;casa
Conjunto Comercial/Sala;Botafogo;0;7;0;458;17546.0;70489.0;Apartamento
Casa de Vila;Magalhães Bastos;1;0;0;20;;;casa
Apartamento;Barra da Tijuca;1;1;0;68;1600.0;;Apartamento
Apartamento;Tijuca;2;0;1;110;450.0;2578.0;Apartamento
Apartamento;Botafogo;2;1;1;85;1400.0;5400.0;Apartamento
Apartamento;São Conrado;3;3;3;230;2500.0;14900.0;Apartamento
Apartamento;Vila Isabel;2;1;0;68;800.0;2930.0;Apartamento
Conjunto Comercial/Sala;Ipanema;0;1;0;115;4200.0;16390.0;Apartamento
Galpão/Depósito/Armazém;Penha;0;0;0;500;;;Apartamento
Apartamento;Barra da Tijuca;3;2;1;120;1500.0;7330.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;85;700.0;;Apartamento
Apartamento;Copacabana;1;0;0;39;490.0;2361.0;Apartamento
Apartamento;Leblon;3;2;1;130;2300.0;9590.0;Apartamento
Apartamento;Barra da Tijuca;3;1;1;78;595.0;2664.0;Apartamento
Apartamento;Tijuca;3;1;1;125;1092.0;3440.0;Apartamento
Apartamento;Centro;1;0;0;28;370.0;1290.0;Apartamento
Apartamento;Copacabana;3;1;1;130;1500.0;5700.0;Apartamento
Apartamento;Méier;3;1;0;62;529.0;1625.0;Apartamento
Loja/Salão;Cocotá;0;4;0;500;;;Apartamento
Apartamento;Centro;1;0;0;250;;;Apartamento
Apartamento;São Conrado;3;3;3;250;2800.0;14920.0;Apartamento
Apartamento;São Conrado;5;2;1;207;2250.0;;Apartamento
Prédio Inteiro;Flamengo;0;0;0;247;;;Apartamento
Apartamento;Copacabana;2;0;0;50;680.0;3051.0;Apartamento
Apartamento;São Conrado;4;2;1;365;2200.0;17900.0;Apartamento
Apartamento;Barra da Tijuca;3;3;3;204;2500.0;24100.0;Apartamento
Loja/Salão;Barra da Tijuca;0;0;0;800;29000.0;;Apartamento
Apartamento;Catete;1;0;0;38;582.0;2306.0;Apartamento
Apartamento;Copacabana;2;0;0;35;;;Apartamento
Conjunto Comercial/Sala;Copacabana;0;0;0;278;2803.0;14010.0;Apartamento
Casa de Vila;Madureira;1;0;0;40;;;casa
Conjunto Comercial/Sala;Cachambi;0;1;0;29;650.0;1702.0;Apartamento
Apartamento;Grajaú;2;0;0;65;533.0;1871.0;Apartamento
Apartamento;Méier;3;0;0;80;300.0;1817.0;Apartamento
Apartamento;Barra da Tijuca;2;2;1;105;2200.0;7200.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;63;985.0;;Apartamento
Apartamento;Copacabana;2;0;0;73;643.0;3505.0;Apartamento
Apartamento;Botafogo;3;1;1;103;1400.0;7376.0;Apartamento
Apartamento;Centro;1;0;0;37;385.0;1349.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;62;1400.0;5520.0;Apartamento
Loja/Salão;Gávea;0;1;0;42;817.0;4769.0;Apartamento
Loja/Salão;Barra da Tijuca;0;0;0;379;4500.0;48180.0;Apartamento
Apartamento;Irajá;2;0;0;66;200.0;;Apartamento
Casa;Vila Isabel;2;0;0;40;;;casa
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;29;600.0;;Apartamento
Loja/Salão;Rio Comprido;0;0;0;85;;;Apartamento
Apartamento;Barra da Tijuca;4;2;1;164;2300.0;6450.0;Apartamento
Quitinete;Copacabana;1;0;0;30;500.0;2180.0;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;4;3;4;270;850.0;7450.0;casa
Apartamento;Botafogo;3;1;1;108;890.0;4740.0;Apartamento
Prédio Inteiro;Rio Comprido;0;8;0;2646;;;Apartamento
Casa;Botafogo;4;5;0;600;;;casa
Conjunto Comercial/Sala;Centro;0;0;0;94;1774.0;;Apartamento
Apartamento;Botafogo;2;1;1;85;740.0;3626.0;Apartamento
Apartamento;Copacabana;3;0;1;120;1400.0;5298.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;1074;24165.0;;Apartamento
Conjunto Comercial/Sala;Centro;0;2;0;510;3892.0;;Apartamento
Conjunto Comercial/Sala;Glória;0;3;0;699;6990.0;86866.0;Apartamento
Apartamento;Barra da Tijuca;4;3;4;236;4878.0;17376.0;Apartamento
Flat;Centro;1;0;0;32;420.0;2370.0;Apartamento
Loja/Salão;Barra da Tijuca;0;1;0;50;950.0;7550.0;Apartamento
Quitinete;Centro;1;0;0;31;350.0;1124.0;Apartamento
Apartamento;Leme;3;0;0;120;;;Apartamento
Casa;Praça da Bandeira;3;0;0;50;;;casa
Apartamento;Vila Isabel;3;2;1;90;1106.0;2811.0;Apartamento
Apartamento;Leblon;4;2;2;250;2700.0;15100.0;Apartamento
Apartamento;Anchieta;2;0;0;110;;;Apartamento
Apartamento;Urca;1;0;0;48;648.0;3574.0;Apartamento
Apartamento;Copacabana;3;1;1;200;1950.0;8475.0;Apartamento
Apartamento;Leblon;4;2;2;300;3360.0;24028.0;Apartamento
Apartamento;Copacabana;3;1;1;200;2000.0;;Apartamento
Apartamento;Penha Circular;3;0;0;67;250.0;;Apartamento
Apartamento;Barra da Tijuca;2;2;1;100;2200.0;8000.0;Apartamento
Loja/Salão;Recreio dos Bandeirantes;0;0;0;148;;;Apartamento
Casa de Condomínio;Pechincha;2;1;1;70;360.0;2035.0;casa
Apartamento;Ipanema;1;0;0;70;920.0;;Apartamento
Apartamento;Santíssimo;2;1;0;45;;;Apartamento
Apartamento;Lagoa;3;1;1;152;1800.0;;Apartamento
Apartamento;Vargem Grande;2;1;1;70;500.0;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;33;1250.0;;Apartamento
Apartamento;Botafogo;3;1;1;110;1390.0;7614.0;Apartamento
Apartamento;Tijuca;2;1;0;68;589.0;;Apartamento
Apartamento;Ipanema;3;2;1;150;2200.0;8995.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;540;14958.0;;Apartamento
Galpão/Depósito/Armazém;Bonsucesso;0;10;0;6200;;;Apartamento
Apartamento;Leblon;4;3;1;170;3100.0;12689.0;Apartamento
Apartamento;Laranjeiras;2;1;1;65;1300.0;3930.0;Apartamento
Apartamento;Leblon;1;1;0;55;2000.0;;Apartamento
Apartamento;Curicica;2;1;0;47;500.0;1650.0;Apartamento
Conjunto Comercial/Sala;Leblon;0;0;0;150;2400.0;28645.0;Apartamento
Apartamento;Jardim Oceânico;3;3;1;337;2166.0;9139.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;110;600.0;3250.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;65;700.0;2620.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;311;3740.0;14181.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);1;1;0;45;485.0;1621.0;Apartamento
Loja/Salão;Leblon;0;0;0;60;;;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;3;187;766.0;5411.0;Apartamento
Apartamento;Copacabana;3;1;2;230;2890.0;10440.0;Apartamento
Casa de Condomínio;Freguesia (Jacarepaguá);3;3;2;165;150.0;4110.0;casa
Apartamento;São Conrado;3;3;2;192;3827.0;10725.0;Apartamento
Apartamento;Leblon;2;1;0;82;1120.0;5009.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;0;0;55;550.0;1860.0;Apartamento
Apartamento;Curicica;2;1;0;55;430.0;2060.0;Apartamento
Apartamento;Catete;1;1;0;58;700.0;2717.0;Apartamento
Apartamento;Tijuca;3;0;1;104;750.0;2700.0;Apartamento
Apartamento;Leblon;3;1;0;98;1243.0;5417.0;Apartamento
Apartamento;Pechincha;2;1;1;54;545.0;1681.0;Apartamento
Apartamento;Engenho de Dentro;2;1;0;66;410.0;;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;70;720.0;3855.0;Apartamento
Apartamento;Maracanã;2;1;0;63;1000.0;2823.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;36;720.0;;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;2;1;150;850.0;551000.0;Apartamento
Apartamento;Tijuca;3;0;0;100;200.0;;Apartamento
Apartamento;Botafogo;3;2;1;102;1300.0;4576.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;100;2220.0;15425.0;Apartamento
Apartamento;Humaitá;2;0;0;70;710.0;3233.0;Apartamento
Apartamento;Lagoa;2;1;1;85;1670.0;7557.0;Apartamento
Conjunto Comercial/Sala;Copacabana;0;0;0;90;1000.0;3870.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;650;4800.0;61300.0;Apartamento
Apartamento;Ipanema;2;0;0;76;545.0;3707.0;Apartamento
Apartamento;Copacabana;1;0;0;55;510.0;2730.0;Apartamento
Apartamento;Barra da Tijuca;3;3;3;304;3200.0;34980.0;Apartamento
Apartamento;Pechincha;2;1;0;59;457.0;1508.0;Apartamento
Quitinete;Laranjeiras;1;0;0;25;400.0;1629.0;Apartamento
Apartamento;Laranjeiras;2;0;0;78;502.0;;Apartamento
Casa;Pechincha;3;1;3;77;;;casa
Conjunto Comercial/Sala;Taquara;0;1;0;21;278.0;1209.0;Apartamento
Apartamento;Leme;2;0;2;70;1200.0;7430.0;Apartamento
Conjunto Comercial/Sala;Cachambi;0;1;0;26;520.0;1399.0;Apartamento
Apartamento;Barra da Tijuca;3;1;1;82;760.0;3980.0;Apartamento
Apartamento;Copacabana;4;1;2;330;1656.0;22067.0;Apartamento
Loja/Salão;Centro;0;0;0;50;1300.0;2550.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;1350.0;;Apartamento
Apartamento;Campo Grande;2;0;1;53;375.0;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;92;754.0;3304.0;Apartamento
Prédio Inteiro;Rio Comprido;0;0;0;640;;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;36;735.0;2148.0;Apartamento
Quitinete;Copacabana;1;0;0;35;;;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;0;70;700.0;;Apartamento
Apartamento;Tijuca;3;1;1;76;850.0;3287.0;Apartamento
Apartamento;Jacarepaguá;3;2;2;93;825.0;2817.0;Apartamento
Apartamento;Copacabana;3;1;0;189;1600.0;10619.0;Apartamento
Casa de Vila;Praça Seca;3;4;1;268;30.0;3530.0;casa
Conjunto Comercial/Sala;Vila Isabel;0;0;0;33;600.0;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;30;400.0;2590.0;Apartamento
Apartamento;Ipanema;2;1;1;95;1250.0;7250.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;4;3;370;1010.0;6200.0;Apartamento
Apartamento;Leblon;4;2;1;250;2500.0;39300.0;Apartamento
Galpão/Depósito/Armazém;Penha Circular;0;0;0;494;;;Apartamento
Conjunto Comercial/Sala;Jardim Botânico;0;1;0;27;720.0;3376.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;35;1223.0;2800.0;Apartamento
Apartamento;Barra da Tijuca;6;4;4;460;2360.0;13160.0;Apartamento
Apartamento;Tijuca;1;0;0;35;300.0;1350.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;0;90;600.0;2590.0;Apartamento
Apartamento;Lagoa;3;0;1;105;1244.0;5734.0;Apartamento
Casa;Freguesia (Jacarepaguá);3;2;2;400;;;casa
Apartamento;Ipanema;2;1;1;86;;;Apartamento
Apartamento;Jabour;2;1;0;71;470.0;;Apartamento
Apartamento;Copacabana;3;0;0;120;1050.0;3750.0;Apartamento
Casa de Condomínio;São Conrado;4;1;2;242;2400.0;14220.0;casa
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;160;5000.0;14120.0;Apartamento
Apartamento;Curicica;2;1;0;46;469.0;;Apartamento
Apartamento;Copacabana;2;1;0;100;980.0;;Apartamento
Flat;Ipanema;2;1;2;92;4000.0;14350.0;Apartamento
Apartamento;Jacarepaguá;2;0;1;69;980.0;3049.0;Apartamento
Apartamento;Barra da Tijuca;1;1;1;58;1170.0;3970.0;Apartamento
Casa;Maria da Graça;1;0;0;57;;;casa
Apartamento;Copacabana;3;0;0;110;750.0;4168.0;Apartamento
Apartamento;Copacabana;1;0;0;22;285.0;1558.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;364;5790.0;17760.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;20;650.0;;Apartamento
Apartamento;Tijuca;2;1;1;92;670.0;2508.0;Apartamento
Apartamento;São Conrado;4;2;1;230;2300.0;9310.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;125;730.0;;Apartamento
Apartamento;Barra da Tijuca;4;3;4;500;8000.0;38000.0;Apartamento
Apartamento;Barra da Tijuca;2;2;1;104;2000.0;7680.0;Apartamento
Apartamento;Camorim;3;1;0;58;300.0;;Apartamento
Apartamento;Vila Valqueire;2;1;0;67;22.0;;Apartamento
Apartamento;Ipanema;2;1;1;105;2900.0;13590.0;Apartamento
Apartamento;Leblon;3;1;1;90;700.0;13000.0;Apartamento
Prédio Inteiro;Tijuca;0;2;0;430;;;Apartamento
Apartamento;Botafogo;1;1;0;59;730.0;3057.0;Apartamento
Apartamento;Botafogo;3;1;1;108;887.0;;Apartamento
Loja/Salão;Freguesia (Jacarepaguá);0;0;0;70;;;Apartamento
Flat;Leblon;1;0;0;50;1897.0;5911.0;Apartamento
Apartamento;Ipanema;3;1;1;130;1375.0;8875.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;110;1404.0;5176.0;Apartamento
Apartamento;Recreio dos Bandeirantes;1;1;0;54;1113.0;;Apartamento
Apartamento;Barra da Tijuca;4;3;2;224;3614.0;12150.0;Apartamento
Apartamento;Leblon;3;2;1;100;1800.0;8150.0;Apartamento
Apartamento;Flamengo;1;0;0;42;510.0;3345.0;Apartamento
Apartamento;Flamengo;1;0;0;65;623.0;3795.0;Apartamento
Apartamento;Barra da Tijuca;1;1;0;68;1624.0;;Apartamento
Apartamento;São Conrado;3;3;3;215;2780.0;13149.0;Apartamento
Apartamento;Leme;3;1;0;103;1079.0;4249.0;Apartamento
Prédio Inteiro;Centro;0;0;0;277;;;Apartamento
Apartamento;Cascadura;1;0;0;45;250.0;;Apartamento
Apartamento;Pechincha;2;1;1;66;645.0;3026.0;Apartamento
Apartamento;Barra da Tijuca;3;3;2;320;2500.0;15360.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;2;1;93;850.0;2600.0;Apartamento
Apartamento;Vila Isabel;2;1;0;60;588.0;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;3;0;96;2280.0;;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;62;700.0;2285.0;Apartamento
Apartamento;Taquara;2;0;0;66;370.0;;Apartamento
Apartamento;Vila Isabel;2;1;0;65;300.0;1820.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;32;576.0;;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;2;89;1400.0;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;50;1000.0;2562.0;Apartamento
Apartamento;Ipanema;3;1;1;140;2900.0;10970.0;Apartamento
Apartamento;Pechincha;2;1;1;61;420.0;2067.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;65;630.0;3939.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;95;1390.0;5514.0;Apartamento
Apartamento;Tijuca;2;0;0;60;150.0;2174.0;Apartamento
Apartamento;Barra da Tijuca;4;2;2;136;2000.0;7250.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;107;2874.0;6467.0;Apartamento
Apartamento;Jardim Botânico;2;2;1;83;1630.0;5356.0;Apartamento
Apartamento;Barra da Tijuca;1;1;1;36;475.0;2144.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;35;600.0;1410.0;Apartamento
Apartamento;Centro;1;0;0;34;410.0;1284.0;Apartamento
Apartamento;Lagoa;2;1;1;110;1150.0;8250.0;Apartamento
Conjunto Comercial/Sala;Madureira;0;0;0;35;800.0;2747.0;Apartamento
Apartamento;Botafogo;2;1;1;85;800.0;5000.0;Apartamento
